应付金额,实际金额,商品,支付时间,地点
3.0,3.0,统一冰红茶,2017/9/22 15:22,D
4.5,4.5,250ml燕塘红枣牛奶,2017/9/22 15:28,D
6.0,6.0,红牛,2017/9/22 15:35,D
1.5,1.5,鸭翅,2017/9/22 15:54,D
3.0,3.0,维他奶,2017/9/22 16:00,D
3.5,3.5,东鹏特饮,2017/9/22 16:04,D
1.8,1.8,32g卫龙亲嘴烧,2017/9/22 16:14,D
3.0,3.0,统一冰红茶,2017/9/22 16:15,D
3.5,3.5,东鹏特饮,2017/9/22 16:18,D
2.0,2.0,怡宝纯净水,2017/9/22 16:40,D
3.0,3.0,茉莉蜜茶,2017/9/22 17:04,D
7.0,7.0,合味道（海鲜风味）,2017/9/22 17:09,D
4.0,4.0,阿萨姆奶茶,2017/9/22 17:36,D
2.5,2.5,伊利优酸乳,2017/9/22 17:46,D
3.5,3.5,东鹏特饮,2017/9/22 18:15,D
4.0,4.0,阿萨姆奶茶,2017/9/22 18:16,D
2.5,2.5,145ml旺仔牛奶盒装,2017/9/22 18:26,D
3.5,3.5,东鹏特饮,2017/9/22 19:46,D
4.0,4.0,营养快线,2017/9/22 19:54,D
7.2,7.2,32g卫龙亲嘴烧红烧牛肉味,2017/9/22 20:19,D
3.5,3.5,东鹏特饮,2017/9/22 20:46,D
3.0,3.0,维他柠檬茶,2017/9/22 20:47,D
3.0,3.0,85g新麦潮手撕面包（提子味）,2017/9/22 21:09,D
3.0,3.0,卫龙大面筋,2017/9/22 21:20,D
4.0,4.0,阿萨姆奶茶,2017/9/22 22:32,D
3.0,3.0,可口可乐最新款,2017/9/23 0:59,D
4.0,4.0,营养快线,2017/9/23 8:45,D
3.0,3.0,统一冰红茶,2017/9/23 8:59,D
3.0,3.0,统一冰红茶,2017/9/23 9:18,D
3.0,3.0,雪碧最新款,2017/9/23 9:21,D
3.0,3.0,维他奶,2017/9/23 9:24,D
6.5,6.5,250ml红牛,2017/9/23 9:53,D
3.5,3.5,东鹏特饮,2017/9/23 10:27,D
3.0,3.0,卫龙大面筋,2017/9/23 10:54,D
4.0,4.0,营养快线,2017/9/23 13:04,D
2.0,2.0,怡宝纯净水,2017/9/23 13:29,D
3.0,3.0,250ml维他奶巧克力味,2017/9/23 14:22,D
4.0,4.0,脉动,2017/9/23 14:40,D
1.5,1.5,鸭翅,2017/9/23 14:57,D
3.5,3.5,85g新麦潮手撕面包（提子味）,2017/9/23 15:23,D
6.0,6.0,58g丽芝士纳宝帝奶酪威化饼干,2017/9/23 15:30,D
2.0,2.0,怡宝纯净水,2017/9/23 15:49,D
3.0,3.0,维他奶,2017/9/23 16:33,D
6.5,6.5,91g徐福记凤梨酥,2017/9/23 17:04,D
3.0,3.0,熊字饼,2017/9/23 17:04,D
3.5,3.5,王老吉（罐）,2017/9/23 17:29,D
3.0,3.0,美年达（罐）,2017/9/23 17:45,D
4.5,4.5,营养快线,2017/9/23 17:54,D
4.0,4.0,营养快线,2017/9/23 17:57,D
3.0,3.0,统一冰红茶,2017/9/23 19:42,D
3.0,3.0,果粒橙,2017/9/23 20:25,D
1.5,1.5,鸭翅,2017/9/23 21:56,D
4.0,4.0,王老吉（500ml）,2017/9/23 23:04,D
10.0,10.0,口味王槟榔（绿）,2017/9/24 0:29,D
1.0,1.0,咪咪,2017/9/24 2:27,D
3.0,3.0,维他柠檬茶,2017/9/24 6:19,D
4.0,4.0,美汁源果粒橙,2017/9/24 8:06,D
3.0,3.0,雪碧（500ml）,2017/9/24 8:06,D
2.0,2.0,怡宝纯净水,2017/9/24 8:28,D
3.5,3.5,王老吉（罐）,2017/9/24 8:34,D
4.5,4.5,80g香飘飘椰果奶茶麦香味,2017/9/24 8:40,D
4.0,4.0,脉动,2017/9/24 8:44,D
6.4,6.4,咪咪虾条马来西亚风味,2017/9/24 8:57,D
4.0,4.0,王老吉（500ml）,2017/9/24 9:02,D
2.0,2.0,怡宝纯净水,2017/9/24 9:06,D
3.5,3.5,东鹏特饮,2017/9/24 9:14,D
1.5,1.5,40g双汇玉米热狗肠,2017/9/24 9:17,D
1.5,1.5,45g双汇泡面拍挡,2017/9/24 9:31,D
4.5,4.5,250ml燕塘甜牛奶,2017/9/24 10:25,D
3.0,3.0,雪碧最新款,2017/9/24 10:50,D
13.5,13.5,80g香飘飘椰果奶茶麦香味,2017/9/24 11:04,D
3.0,3.0,统一冰红茶,2017/9/24 11:10,D
6.0,6.0,红牛,2017/9/24 11:46,D
4.0,4.0,阿萨姆奶茶,2017/9/24 11:48,D
3.0,3.0,统一绿茶,2017/9/24 11:53,D
3.0,3.0,美年达（罐）,2017/9/24 12:16,D
1.5,1.5,40g双汇玉米热狗肠,2017/9/24 12:18,D
3.0,3.0,250ml维他原味豆奶,2017/9/24 12:38,D
4.0,4.0,新麦潮手撕面包（提子味）,2017/9/24 12:38,D
12.0,12.0,250ml燕塘原味酸奶,2017/9/24 13:02,D
1.5,1.5,40g双汇玉米热狗肠,2017/9/24 13:02,D
1.0,1.0,小鱼仔,2017/9/24 14:20,D
1.0,1.0,香豆干,2017/9/24 14:41,D
4.0,4.0,新麦潮北海道吐司,2017/9/24 14:53,D
2.0,2.0,鸭翅,2017/9/24 14:53,D
3.0,3.0,熊字饼,2017/9/24 15:08,D
3.0,3.0,统一绿茶,2017/9/24 15:12,D
3.0,3.0,可口可乐（500ml）,2017/9/24 15:16,D
3.0,3.0,250ml维他柠檬茶,2017/9/24 15:20,D
2.0,2.0,鸭翅,2017/9/24 15:43,D
6.0,6.0,86g合味道海鲜风味,2017/9/24 16:04,D
1.0,1.0,小鱼仔,2017/9/24 16:07,D
6.0,6.0,红牛,2017/9/24 16:14,D
3.0,3.0,维他奶,2017/9/24 16:25,D
1.0,1.0,咪咪,2017/9/24 16:27,D
4.0,4.0,脉动,2017/9/24 16:34,D
4.0,4.0,王老吉（500ml）,2017/9/24 16:52,D
3.0,3.0,统一冰红茶,2017/9/24 17:11,D
3.0,3.0,可口可乐最新款,2017/9/24 17:23,D
4.0,4.0,阿萨姆奶茶,2017/9/24 17:30,D
4.0,4.0,脉动,2017/9/24 17:33,D
3.0,3.0,维他柠檬茶,2017/9/24 17:43,D
4.0,4.0,脉动,2017/9/24 18:23,D
3.0,3.0,可口可乐最新款,2017/9/24 18:38,D
5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017/9/24 18:42,D
3.5,3.5,冰糖雪梨,2017/9/24 18:52,D
5.0,5.0,268ml雀巢咖啡丝滑拿铁,2017/9/24 19:34,D
3.0,3.0,统一冰红茶,2017/9/24 20:44,D
10.0,10.0,脉动（椰子菠萝口味）,2017/9/24 20:54,D
3.0,3.0,熊字饼,2017/9/25 1:06,D
6.0,6.0,30g无穷农场盐_鸡蛋,2017/9/25 1:11,D
6.0,6.0,330ml伊利畅意乳酸菌原味,2017/9/25 9:08,D
4.0,4.0,阿萨姆奶茶,2017/9/25 12:34,D
3.5,3.5,东鹏特饮,2017/9/25 14:02,D
5.5,5.5,86g合味道海鲜风味,2017/9/25 14:49,D
1.5,1.5,鸭翅,2017/9/25 15:24,D
2.5,2.5,30g无穷农场盐_鸡蛋,2017/9/25 15:45,D
1.0,1.0,小鱼仔,2017/9/25 16:27,D
3.0,3.0,伊利纯牛奶,2017/9/25 16:49,D
25.0,25.0,芙蓉王,2017/9/25 17:05,D
3.0,3.0,卫龙大面筋,2017/9/25 17:16,D
5.5,5.5,86g合味道海鲜风味,2017/9/25 17:27,D
4.0,4.0,150g健能酸奶原味,2017/9/25 17:32,D
4.0,4.0,脉动,2017/9/25 17:34,D
5.5,5.5,86g合味道海鲜风味,2017/9/25 18:41,D
1.0,1.0,小鱼仔,2017/9/25 20:30,D
1.6,1.6,20g咪咪虾条马来西亚风味,2017/9/26 8:18,D
3.0,3.0,茉莉蜜茶,2017/9/26 9:02,D
4.0,4.0,阿萨姆奶茶,2017/9/26 11:01,D
3.0,3.0,百事可乐330ml,2017/9/26 13:42,D
1.0,1.0,小鱼仔,2017/9/26 13:46,D
3.0,3.0,卫龙大面筋,2017/9/26 15:02,D
4.0,4.0,阿萨姆奶茶,2017/9/26 19:57,D
0.0,0.0,110g顺宝九制话梅,2017/9/26 20:26,D
6.0,6.0,红牛,2017/9/26 23:21,D
3.0,3.0,熊字饼,2017/9/27 7:49,D
3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/9/27 7:57,D
17.5,17.5,30g无穷农场盐_鸡蛋,2017/9/27 8:23,D
9.0,9.0,250ML东鹏特饮,2017/9/27 8:55,D
3.0,3.0,可口可乐最新款,2017/9/27 8:58,D
1.0,1.0,小鱼仔,2017/9/27 9:27,D
3.0,3.0,可口可乐最新款,2017/9/27 9:32,D
2.0,2.0,怡宝纯净水,2017/9/27 9:33,D
2.5,2.5,13g无穷烤鸡小腿蜂蜜味,2017/9/27 9:54,D
3.0,3.0,果粒橙,2017/9/27 9:58,D
4.0,4.0,营养快线,2017/9/27 10:01,D
2.0,2.0,怡宝纯净水,2017/9/27 10:03,D
7.0,7.0,合味道（海鲜风味）,2017/9/27 10:05,D
4.0,4.0,阿萨姆奶茶,2017/9/27 11:03,D
4.5,4.5,40g双汇玉米热狗肠,2017/9/27 12:14,D
3.5,3.5,250ml燕塘甜牛奶,2017/9/27 12:17,D
3.0,3.0,雪碧（500ml）,2017/9/27 12:34,D
5.0,5.0,480ml小茗同学冷泡青柠红茶,2017/9/27 12:41,D
6.0,6.0,美汁源果粒橙,2017/9/27 12:56,D
4.0,4.0,营养快线,2017/9/27 14:51,D
3.0,3.0,可口可乐330ml,2017/9/27 14:56,D
4.5,4.5,65g卫龙亲嘴豆皮,2017/9/27 14:57,D
3.0,3.0,统一绿茶,2017/9/27 14:59,D
4.5,4.5,480ml小茗同学冷泡青柠红茶,2017/9/27 15:25,D
3.0,3.0,可口可乐最新款,2017/9/27 15:27,D
3.0,3.0,熊字饼,2017/9/27 16:27,D
19.0,19.0,贡美苹果数据线,2017/9/27 16:28,D
2.0,2.0,145ml旺仔牛奶盒装,2017/9/27 16:36,D
2.0,2.0,怡宝纯净水,2017/9/27 16:46,D
1.0,1.0,12g劲仔小鱼麻辣味,2017/9/27 16:59,D
3.0,3.0,可口可乐最新款,2017/9/27 17:03,D
10.0,10.0,口味王槟榔（绿）,2017/9/27 17:08,D
4.0,4.0,150g健能酸奶原味,2017/9/27 17:20,D
4.0,4.0,脉动,2017/9/27 17:26,D
4.0,4.0,银鹭八宝粥,2017/9/27 17:47,D
4.0,4.0,脉动,2017/9/27 17:58,D
2.0,2.0,怡宝矿泉水,2017/9/27 18:30,D
3.0,3.0,雪碧330ml,2017/9/27 18:31,D
4.5,4.5,250ml燕塘甜牛奶,2017/9/27 18:46,D
3.0,3.0,美年达（罐）,2017/9/27 18:46,D
3.0,3.0,统一冰红茶,2017/9/27 18:52,D
3.0,3.0,统一绿茶,2017/9/27 19:28,D
3.0,3.0,可口可乐（500ml）,2017/9/27 19:29,D
3.0,3.0,百事可乐330ml,2017/9/27 19:51,D
10.5,10.5,40g双汇玉米热狗肠,2017/9/27 20:37,D
3.5,3.5,东鹏特饮,2017/9/27 20:52,D
1.0,1.0,咪咪,2017/9/27 21:13,D
3.0,3.0,统一冰红茶,2017/9/27 22:32,D
3.5,3.5,东鹏特饮,2017/9/27 23:06,D
3.0,3.0,统一绿茶,2017/9/27 23:14,D
3.0,3.0,统一冰红茶,2017/9/28 0:15,D
3.0,3.0,果粒橙,2017/9/28 0:57,D
4.0,4.0,营养快线,2017/9/28 1:32,D
3.5,3.5,东鹏特饮,2017/9/28 7:55,D
5.0,5.0,85g统一老坛酸菜牛肉面,2017/9/28 7:59,D
15.0,15.0,250ml维他柠檬茶,2017/9/28 8:31,D
1.0,1.0,香豆干,2017/9/28 8:32,D
2.5,2.5,伊利优酸乳,2017/9/28 8:44,D
3.5,3.5,东鹏特饮,2017/9/28 8:49,D
4.5,4.5,52g旺旺仙贝,2017/9/28 8:52,D
3.0,3.0,百事可乐330ml,2017/9/28 9:07,D
3.0,3.0,统一绿茶,2017/9/28 9:29,D
2.5,2.5,30g无穷农场盐_鸡蛋,2017/9/28 9:32,D
4.0,4.0,营养快线,2017/9/28 9:32,D
2.5,2.5,伊利优酸乳,2017/9/28 10:01,D
3.0,3.0,统一冰红茶,2017/9/28 10:14,D
3.5,3.5,东鹏特饮,2017/9/28 10:19,D
2.0,2.0,怡宝纯净水,2017/9/28 10:24,D
4.0,4.0,阿萨姆奶茶,2017/9/28 11:39,D
3.0,3.0,150g健能酸奶原味,2017/9/28 11:54,D
3.0,3.0,熊字饼,2017/9/28 12:09,D
3.0,3.0,雪碧（500ml）,2017/9/28 13:03,D
3.5,3.5,东鹏特饮,2017/9/28 13:58,D
6.5,6.5,430g泰奇八宝粥,2017/9/28 14:22,D
3.5,3.5,东鹏特饮,2017/9/28 14:34,D
3.0,3.0,维他奶,2017/9/28 15:25,D
3.0,3.0,可口可乐最新款,2017/9/28 15:54,D
1.6,1.6,2g韩国海牌海苔,2017/9/28 15:55,D
2.0,2.0,怡宝纯净水,2017/9/28 16:07,D
3.5,3.5,东鹏特饮,2017/9/28 16:12,D
3.0,3.0,卫龙大面筋,2017/9/28 16:36,D
5.0,5.0,145ml旺仔牛奶盒装,2017/9/28 16:45,D
4.5,4.5,180ml雀巢咖啡罐装,2017/9/28 16:52,D
3.5,3.5,东鹏特饮,2017/9/28 16:58,D
7.5,7.5,雀巢咖啡,2017/9/28 16:58,D
3.0,3.0,统一冰红茶,2017/9/28 17:08,D
1.5,1.5,2g韩国海牌海苔,2017/9/28 17:30,D
4.0,4.0,阿萨姆煎茶奶绿,2017/9/28 17:31,D
3.0,3.0,美年达（罐）,2017/9/28 18:23,D
4.5,4.5,250ml燕塘原味酸奶,2017/9/28 18:24,D
3.0,3.0,统一绿茶,2017/9/28 18:26,D
3.5,3.5,东鹏特饮,2017/9/28 18:37,D
0.0,0.0,50g上好佳田园薯片番茄味,2017/9/28 18:54,D
4.0,4.0,55g奥利奥原味芝士饼干,2017/9/28 19:07,D
3.5,3.5,冰糖雪梨,2017/9/28 19:12,D
3.0,3.0,可口可乐（500ml）,2017/9/28 20:03,D
6.0,6.0,330ml伊利畅意乳酸菌原味,2017/9/28 20:11,D
4.0,4.0,银鹭八宝粥,2017/9/29 1:55,D
3.0,3.0,可口可乐最新款,2017/9/29 7:55,D
4.0,4.0,乐虎（380ml）,2017/9/29 8:51,D
6.0,6.0,红牛,2017/9/29 8:54,D
3.5,3.5,东鹏特饮,2017/9/29 9:14,D
4.5,4.5,52g旺旺仙贝,2017/9/29 9:20,D
4.0,4.0,营养快线,2017/9/29 9:28,D
9.0,9.0,250ml维他奶巧克力味,2017/9/29 9:32,D
4.0,4.0,营养快线,2017/9/29 9:46,D
3.0,3.0,美年达（罐）,2017/9/29 10:28,D
3.0,3.0,可口可乐（500ml）,2017/9/29 11:34,D
2.4,2.4,20g咪咪虾条马来西亚风味,2017/9/29 12:01,D
12.5,12.5,100g*5瓶益力多,2017/9/29 12:07,D
3.0,3.0,雪碧（500ml）,2017/9/29 13:51,D
4.0,4.0,营养快线,2017/9/29 14:27,D
3.5,3.5,东鹏特饮,2017/9/29 14:31,D
6.0,6.0,红牛,2017/9/29 14:32,D
3.0,3.0,统一冰红茶,2017/9/29 14:39,D
3.0,3.0,统一绿茶,2017/9/29 14:47,D
3.0,3.0,雪碧（500ml）,2017/9/29 15:09,D
3.5,3.5,东鹏特饮,2017/9/29 15:15,D
4.0,4.0,脉动,2017/9/29 15:46,D
3.5,3.5,东鹏特饮,2017/9/29 15:50,D
4.0,4.0,营养快线,2017/9/29 15:58,D
3.0,3.0,伊利纯牛奶,2017/9/29 16:06,D
8.0,8.0,上好佳田园薯片,2017/9/29 16:17,D
4.0,4.0,阿萨姆奶茶,2017/9/29 16:19,D
3.0,3.0,百事可乐330ml,2017/9/29 16:28,D
3.0,3.0,40g双汇玉米热狗肠,2017/9/29 16:32,D
1.0,1.0,小鱼仔,2017/9/29 16:47,D
3.5,3.5,王老吉（罐）,2017/9/29 16:56,D
3.5,3.5,王老吉（罐）,2017/9/29 17:09,D
3.0,3.0,250ml维他柠檬茶,2017/9/29 17:12,D
6.0,6.0,红牛,2017/9/29 17:25,D
3.5,3.5,东鹏特饮,2017/9/29 17:27,D
3.0,3.0,维他柠檬茶,2017/9/29 18:12,D
2.5,2.5,145ml旺仔牛奶盒装,2017/9/29 18:35,D
3.0,3.0,统一绿茶,2017/9/29 18:38,D
2.0,2.0,怡宝纯净水,2017/9/29 18:43,D
3.0,3.0,卫龙大面筋,2017/9/29 18:47,D
3.0,3.0,统一冰红茶,2017/9/29 19:49,D
4.0,4.0,55g奥利奥原味芝士饼干,2017/9/29 19:50,D
3.0,3.0,果粒橙,2017/9/29 19:50,D
3.0,3.0,卫龙大面筋,2017/9/29 19:52,D
4.0,4.0,营养快线,2017/9/29 20:29,D
3.0,3.0,百事可乐330ml,2017/9/29 20:43,D
4.0,4.0,阿萨姆奶茶,2017/9/29 20:45,D
4.5,4.5,40g乐事薯片黄瓜味,2017/9/29 20:58,D
3.0,3.0,雪碧330ml,2017/9/29 21:00,D
3.0,3.0,熊字饼,2017/9/29 21:13,D
5.0,5.0,205g伊利安慕希原味,2017/9/30 2:31,D
2.5,2.5,30g元朗小蛋卷,2017/9/30 8:27,D
3.5,3.5,维他柠檬茶,2017/9/30 8:27,D
3.5,3.5,王老吉（罐）,2017/9/30 8:33,D
3.0,3.0,雪碧（500ml）,2017/9/30 9:20,D
3.0,3.0,雪碧（500ml）,2017/9/30 9:29,D
2.0,2.0,怡宝纯净水,2017/9/30 9:30,D
2.5,2.5,伊利优酸乳,2017/9/30 9:32,D
6.0,6.0,红牛,2017/9/30 10:07,D
3.0,3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/9/30 10:42,D
4.0,4.0,王老吉（500ml）,2017/9/30 10:56,D
6.5,6.5,70g乐事薯片（黄瓜味）,2017/9/30 11:06,D
1.5,1.5,40g双汇玉米热狗肠,2017/9/30 12:11,D
3.0,3.0,雪碧最新款,2017/9/30 12:21,D
4.0,4.0,85g统一老坛酸菜牛肉面,2017/9/30 13:30,D
3.0,3.0,250ml维他原味豆奶,2017/9/30 13:41,D
1.0,1.0,香豆干,2017/9/30 13:53,D
1.5,1.5,鸭翅,2017/9/30 14:12,D
3.0,3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/9/30 14:13,D
3.0,3.0,果粒橙,2017/9/30 14:25,D
3.0,3.0,雪碧（500ml）,2017/9/30 14:32,D
1.0,1.0,香脆肠,2017/9/30 14:56,D
4.5,4.5,600ml脉动青柠,2017/9/30 15:00,D
4.0,4.0,营养快线,2017/9/30 15:32,D
3.5,3.5,可乐可乐,2017/9/30 15:33,D
3.0,3.0,统一冰红茶,2017/9/30 15:33,D
7.0,7.0,维他原味豆奶,2017/9/30 15:33,D
2.5,2.5,30g无穷农场盐_鸡蛋,2017/9/30 15:46,D
3.0,3.0,统一绿茶,2017/9/30 15:55,D
4.5,4.5,600ml脉动青柠,2017/9/30 16:00,D
16.8,16.8,250ml维他原味豆奶,2017/9/30 16:10,D
3.5,3.5,东鹏特饮,2017/9/30 16:12,D
3.0,3.0,卫龙大面筋,2017/9/30 16:20,D
2.0,2.0,怡宝纯净水,2017/9/30 16:24,D
3.5,3.5,东鹏特饮,2017/9/30 16:29,D
3.0,3.0,统一冰红茶,2017/9/30 16:38,D
6.0,6.0,红牛,2017/9/30 16:48,D
2.0,2.0,145ml旺仔牛奶盒装,2017/9/30 17:19,D
3.5,3.5,东鹏特饮,2017/9/30 17:19,D
2.0,2.0,85g新麦潮手撕面包（提子味）,2017/9/30 17:38,D
4.0,4.0,阿萨姆奶茶,2017/9/30 17:38,D
3.0,3.0,统一冰红茶,2017/9/30 17:43,D
11.8,11.8,37.5g费列罗榛果威化巧克力3颗,2017/9/30 17:54,D
4.5,4.5,500ml农夫果园 (芒果+菠萝+番石榴),2017/9/30 18:14,D
4.0,4.0,阿萨姆奶茶,2017/9/30 18:22,D
54.0,54.0,260g马来西亚进口茱蒂丝口口香饼干,2017/9/30 18:24,D
3.5,3.5,600ml可口可乐,2017/9/30 18:28,D
3.0,3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/9/30 18:49,D
5.5,5.5,统一阿萨姆奶茶,2017/9/30 18:50,D
6.0,6.0,86g合味道海鲜风味,2017/9/30 18:54,D
4.0,4.0,营养快线,2017/9/30 18:55,D
3.0,3.0,无穷烤鸡小腿（蜂蜜）,2017/9/30 19:05,D
1.5,1.5,鸭翅,2017/9/30 19:13,D
3.0,3.0,维他柠檬茶,2017/9/30 19:42,D
4.0,4.0,营养快线,2017/9/30 20:26,D
25.0,25.0,芙蓉王,2017/9/30 20:40,D
4.5,4.5,600ml脉动青柠,2017/9/30 20:41,D
4.0,4.0,脉动,2017/9/30 20:53,D
1.5,1.5,小鱼仔,2017/9/30 22:59,D
4.0,4.0,营养快线,2017/9/30 23:02,D
3.0,3.0,雪碧（500ml）,2017/10/1 0:05,D
3.0,3.0,250ml维他柠檬茶,2017/10/1 0:17,D
4.5,4.5,80g香飘飘椰果奶茶麦香味,2017/10/1 5:06,D
2.5,2.5,30g无穷农场盐_鸡蛋,2017/10/1 7:41,D
3.0,3.0,可口可乐（500ml）,2017/10/1 12:09,D
4.5,4.5,65g卫龙亲嘴豆皮,2017/10/1 13:16,D
3.0,3.0,美年达（罐）,2017/10/1 14:06,D
3.0,3.0,统一冰红茶,2017/10/1 14:16,D
15.0,15.0,500ml统一阿萨姆奶茶,2017/10/1 15:02,D
6.0,6.0,13g无穷烤鸡小腿蜂蜜味,2017/10/1 18:34,D
2.0,2.0,85g新麦潮北海道吐司,2017/10/1 22:54,D
10.0,10.0,味之不规则饼干（韩国泡菜味）,2017/10/2 0:10,D
4.5,4.5,250ml燕塘甜牛奶,2017/10/2 7:20,D
0.8,0.8,20g咪咪虾条马来西亚风味,2017/10/2 9:11,D
2.5,2.5,无穷农场盐_鸡蛋,2017/10/2 9:44,D
4.0,4.0,85g新麦潮北海道吐司,2017/10/2 10:08,D
3.0,3.0,250ml维他柠檬茶,2017/10/2 11:22,D
1.5,1.5,鸭翅,2017/10/2 12:18,D
5.0,5.0,30g无穷农场盐_鸡蛋,2017/10/2 12:26,D
4.5,4.5,40g乐事薯片黄瓜味,2017/10/2 12:51,D
2.4,2.4,20g咪咪虾条马来西亚风味,2017/10/2 13:17,D
4.5,4.5,250ml燕塘红枣牛奶,2017/10/2 15:06,D
10.0,10.0,500ml统一阿萨姆奶茶,2017/10/2 16:46,D
6.5,6.5,91g徐福记凤梨酥,2017/10/2 17:10,D
6.5,6.5,148g富甲一方紫薯仔,2017/10/2 17:30,D
8.0,8.0,2g韩国海牌海苔,2017/10/2 17:32,D
3.0,3.0,熊字饼,2017/10/2 17:33,D
12.5,12.5,100g*5瓶益力多,2017/10/2 18:36,D
18.0,18.0,50g马赛克手撕鱿鱼条,2017/10/2 20:53,D
4.0,4.0,阿萨姆奶茶,2017/10/2 21:09,D
6.5,6.5,91g徐福记凤梨酥,2017/10/2 23:32,D
4.5,4.5,55g奥利奥原味芝士饼干,2017/10/3 0:28,D
2.5,2.5,30g无穷农场盐_鸡蛋,2017/10/3 0:39,D
4.5,4.5,180ml雀巢咖啡罐装,2017/10/3 2:39,D
7.0,7.0,150g洽洽原香瓜子,2017/10/3 4:33,D
1.8,1.8,32g卫龙亲嘴烧,2017/10/3 5:22,D
0.6,0.6,10g卫龙亲嘴烧香辣味,2017/10/3 9:29,D
3.6,3.6,32g卫龙亲嘴烧,2017/10/3 10:49,D
12.0,12.0,370g泰奇八宝粥,2017/10/3 11:57,D
9.0,9.0,32g卫龙亲嘴烧红烧牛肉味,2017/10/3 13:27,D
1.5,1.5,40g双汇玉米热狗肠,2017/10/3 13:39,D
4.5,4.5,52g旺旺仙贝,2017/10/3 14:55,D
5.5,5.5,205g伊利安慕希原味,2017/10/3 15:20,D
4.5,4.5,40g上好佳日式鱼果,2017/10/3 15:35,D
6.5,6.5,91g徐福记凤梨酥,2017/10/3 16:41,D
5.0,5.0,600ml脉动青柠,2017/10/3 16:44,D
3.0,3.0,250ml维他原味豆奶,2017/10/3 17:52,D
4.5,4.5,180ml雀巢咖啡罐装,2017/10/3 18:23,D
5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017/10/3 18:25,D
1.8,1.8,600ml雪碧,2017/10/3 20:40,D
4.5,4.5,50g上好佳日式鱼果,2017/10/3 21:14,D
1.5,1.5,40g双汇玉米热狗肠,2017/10/3 21:30,D
2.5,2.5,250ml王老吉盒装,2017/10/4 0:06,D
4.0,4.0,阿萨姆奶茶,2017/10/4 0:55,D
4.0,4.0,脉动,2017/10/4 1:18,D
3.5,3.5,东鹏特饮,2017/10/4 1:27,D
4.0,4.0,阿萨姆奶茶,2017/10/4 1:31,D
4.0,4.0,脉动,2017/10/4 1:32,D
3.0,3.0,卫龙大面筋,2017/10/4 3:21,D
5.5,5.5,480ml小茗同学冷泡青柠红茶,2017/10/4 5:30,D
4.5,4.5,40g乐事美国经典原味,2017/10/4 7:46,D
3.0,3.0,统一绿茶,2017/10/4 7:47,D
3.0,3.0,统一绿茶,2017/10/4 7:58,D
5.0,5.0,500ml统一阿萨姆奶茶,2017/10/4 9:35,D
3.0,3.0,可口可乐330ml,2017/10/4 10:13,D
4.5,4.5,80g香飘飘椰果奶茶原味,2017/10/4 11:43,D
5.0,5.0,145ml旺仔牛奶盒装,2017/10/4 12:04,D
4.5,4.5,250ml燕塘甜牛奶,2017/10/4 12:12,D
4.0,4.0,阿萨姆煎茶奶绿,2017/10/4 12:19,D
4.5,4.5,250ml燕塘红枣牛奶,2017/10/4 12:24,D
3.0,3.0,可口可乐（500ml）,2017/10/4 12:30,D
3.0,3.0,果粒橙,2017/10/4 13:29,D
3.5,3.5,王老吉（罐）,2017/10/4 14:00,D
1.0,1.0,香豆干,2017/10/4 14:02,D
1.0,1.0,小鱼仔,2017/10/4 15:24,D
4.0,4.0,脉动,2017/10/4 15:25,D
1.0,1.0,小鱼仔,2017/10/4 15:33,D
6.5,6.5,430g泰奇八宝粥,2017/10/4 16:14,D
1.0,1.0,香豆干,2017/10/4 16:29,D
4.0,4.0,脉动,2017/10/4 17:05,D
2.0,2.0,怡宝纯净水,2017/10/4 17:50,D
3.5,3.5,王老吉（罐）,2017/10/4 18:10,D
3.0,3.0,果粒橙,2017/10/4 18:26,D
3.5,3.5,东鹏特饮,2017/10/4 19:12,D
4.0,4.0,150g健能酸奶原味,2017/10/4 19:20,D
4.5,4.5,180ml雀巢咖啡罐装,2017/10/4 20:11,D
3.6,3.6,32g卫龙亲嘴烧,2017/10/4 23:48,D
2.5,2.5,30g无穷农场盐_鸡蛋,2017/10/5 2:00,D
1.6,1.6,20g咪咪虾条马来西亚风味,2017/10/5 2:42,D
4.0,4.0,营养快线,2017/10/5 2:43,D
5.0,5.0,85g统一老坛酸菜牛肉面,2017/10/5 4:39,D
4.0,4.0,450ml美汁源果粒橙,2017/10/5 7:34,D
5.5,5.5,205g伊利安慕希原味,2017/10/5 7:40,D
2.0,2.0,凤爪,2017/10/5 7:44,D
1.0,1.0,20g咪咪虾条马来西亚风味,2017/10/5 7:45,D
1.5,1.5,康师傅矿泉水,2017/10/5 7:50,D
1.2,1.2,10g卫龙亲嘴烧香辣味,2017/10/5 7:51,D
2.5,2.5,可口可乐330ml,2017/10/5 7:54,D
3.0,3.0,250ml维他柠檬茶,2017/10/5 9:20,D
3.5,3.5,东鹏特饮,2017/10/5 11:22,D
8.0,8.0,80g四洲粟一烧烧烤味,2017/10/5 15:55,D
3.0,3.0,雪碧最新款,2017/10/5 15:58,D
