应付金额,实际金额,商品,支付时间,地点
2.0,2.0,145ml旺仔牛奶盒装,2017/9/10 16:54,B
3.5,3.5,东鹏特饮,2017/9/10 17:12,B
4.0,4.0,脉动,2017/9/10 17:19,B
6.0,6.0,160g盼盼手撕面包,2017/9/10 17:20,B
4.5,4.5,80g香飘飘椰果奶茶原味,2017/9/10 17:45,B
7.0,7.0,85g新麦潮手撕面包（提子味）,2017/9/10 18:21,B
4.5,4.5,椰树牌椰汁,2017/9/10 19:02,B
15.0,15.0,利群（硬）,2017/9/10 19:28,B
2.0,2.0,双汇玉米热狗肠,2017/9/10 19:28,B
3.5,3.5,东鹏特饮,2017/9/10 19:44,B
1.0,1.0,香豆干,2017/9/10 20:37,B
2.0,2.0,鸭翅,2017/9/10 20:39,B
2.0,2.0,鸡爪,2017/9/10 21:20,B
5.5,5.5,统一来一桶香辣老坛酸菜牛肉面,2017/9/10 22:11,B
3.0,3.0,熊字饼,2017/9/10 22:11,B
1.5,1.5,40g双汇玉米热狗肠,2017/9/10 22:21,B
1.5,1.5,小鱼仔,2017/9/10 22:30,B
2.5,2.5,145ml旺仔牛奶盒装,2017/9/10 22:32,B
6.0,6.0,红牛,2017/9/10 22:35,B
3.5,3.5,东鹏特饮,2017/9/10 22:36,B
4.5,4.5,50g上好佳日式鱼果,2017/9/10 22:37,B
4.0,4.0,营养快线,2017/9/10 22:41,B
3.0,3.0,雪碧（500ml）,2017/9/10 22:50,B
2.5,2.5,13g无穷烤鸡小腿蜂蜜味,2017/9/10 23:17,B
4.0,4.0,阿萨姆奶茶,2017/9/10 23:48,B
4.0,4.0,450ml美汁源果粒橙,2017/9/11 0:03,B
5.5,5.5,205g伊利安慕希原味,2017/9/11 3:17,B
10.0,10.0,口味王槟榔（绿）,2017/9/11 3:17,B
1.0,1.0,好吃点小饼干,2017/9/11 3:18,B
4.5,4.5,40g上好佳田园薯片番茄味,2017/9/11 3:34,B
2.5,2.5,伊利优酸乳,2017/9/11 3:36,B
15.0,15.0,雀巢咖啡,2017/9/11 3:42,B
2.5,2.5,伊利优酸乳,2017/9/11 3:47,B
4.5,4.5,燕塘甜牛奶,2017/9/11 3:49,B
3.0,3.0,统一冰红茶,2017/9/11 3:50,B
3.0,3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/9/11 3:52,B
5.5,5.5,330ml伊利畅意乳酸菌原味,2017/9/11 4:10,B
3.0,3.0,统一冰红茶,2017/9/11 4:14,B
3.5,3.5,东鹏特饮,2017/9/11 8:05,B
3.0,3.0,熊字饼,2017/9/11 8:20,B
4.5,4.5,68g好丽友巧克力派2枚,2017/9/11 8:21,B
3.0,3.0,卫龙大面筋,2017/9/11 8:21,B
25.0,25.0,芙蓉王,2017/9/11 8:45,B
3.0,3.0,250ml维他柠檬茶,2017/9/11 9:02,B
4.0,4.0,55g奥利奥原味芝士饼干,2017/9/11 9:17,B
3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/9/11 9:30,B
5.0,5.0,500ml统一阿萨姆奶茶,2017/9/11 10:14,B
9.0,9.0,600ml脉动青柠,2017/9/11 10:38,B
4.0,4.0,脉动,2017/9/11 11:11,B
3.5,3.5,250ml燕塘甜牛奶,2017/9/11 11:12,B
4.5,4.5,250ml燕塘原味酸奶,2017/9/11 11:44,B
3.0,3.0,卫龙大面筋,2017/9/11 12:14,B
4.0,4.0,王老吉（500ml）,2017/9/11 13:23,B
4.0,4.0,阿萨姆奶茶,2017/9/11 13:39,B
1.8,1.8,600ml雪碧,2017/9/11 13:42,B
3.5,3.5,70g乖媳妇野山泡椒凤爪,2017/9/11 13:42,B
2.5,2.5,伊利优酸乳,2017/9/11 13:42,B
2.0,2.0,怡宝纯净水,2017/9/11 14:06,B
5.0,5.0,85g统一老坛酸菜牛肉面,2017/9/11 14:21,B
3.0,3.0,雪碧（500ml）,2017/9/11 14:28,B
3.0,3.0,250ml维他柠檬茶,2017/9/11 14:48,B
2.5,2.5,30g无穷农场盐_鸡蛋,2017/9/11 14:50,B
6.0,6.0,雀巢咖啡,2017/9/11 15:22,B
4.5,4.5,脉动,2017/9/11 15:37,B
7.0,7.0,70g乐事薯片黄瓜味,2017/9/11 15:49,B
4.0,4.0,银鹭八宝粥,2017/9/11 16:04,B
1.0,1.0,康师傅矿泉水,2017/9/11 16:06,B
2.0,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/9/11 16:19,B
1.5,1.5,45g双汇泡面拍挡,2017/9/11 16:21,B
1.5,1.5,45g双汇泡面拍挡,2017/9/11 16:33,B
2.5,2.5,可口可乐330ml,2017/9/11 16:38,B
6.0,6.0,雀巢咖啡,2017/9/11 16:39,B
2.0,2.0,鸭翅,2017/9/11 16:55,B
3.0,3.0,250ml维他奶巧克力味,2017/9/11 17:01,B
4.5,4.5,40g乐事薯片黄瓜味,2017/9/11 17:22,B
4.0,4.0,12g劲仔小鱼麻辣味,2017/9/11 17:36,B
5.5,5.5,150g洽洽原香瓜子,2017/9/11 17:36,B
3.0,3.0,雪碧（500ml）,2017/9/11 17:48,B
3.0,3.0,怡宝纯净水,2017/9/11 18:01,B
6.5,6.5,100g果王咸柑桔罐装,2017/9/11 18:32,B
6.5,6.5,430g泰奇八宝粥,2017/9/11 18:32,B
4.5,4.5,500ml加多宝,2017/9/11 18:54,B
4.0,4.0,脉动,2017/9/11 19:06,B
4.5,4.5,65g卫龙亲嘴豆皮,2017/9/11 20:18,B
4.5,4.5,40g乐事薯片墨西哥鸡汁番茄味,2017/9/11 20:55,B
3.5,3.5,85g新麦潮手撕面包（提子味）,2017/9/11 21:17,B
6.5,6.5,91g徐福记凤梨酥,2017/9/11 21:20,B
2.5,2.5,可口可乐330ml,2017/9/11 21:20,B
3.0,3.0,统一冰红茶,2017/9/11 21:48,B
4.5,4.5,68g好丽友巧克力派2枚,2017/9/11 21:54,B
6.0,6.0,268ml雀巢咖啡丝滑拿铁,2017/9/11 21:55,B
6.5,6.5,91g徐福记凤梨酥,2017/9/11 22:13,B
2.0,2.0,伊利优酸乳,2017/9/11 22:15,B
1.6,1.6,2g韩国海牌海苔,2017/9/11 22:24,B
3.0,3.0,卫龙大面筋,2017/9/11 23:25,B
4.5,4.5,燕塘红枣牛奶,2017/9/12 0:30,B
6.0,6.0,370g泰奇八宝粥,2017/9/12 1:09,B
6.5,6.5,148g富甲一方紫薯仔,2017/9/12 1:32,B
4.5,4.5,250ml燕塘原味酸奶,2017/9/12 1:35,B
4.0,4.0,王老吉（500ml）,2017/9/12 1:35,B
5.0,5.0,脉动,2017/9/12 1:39,B
4.0,4.0,银鹭八宝粥,2017/9/12 8:48,B
3.5,3.5,85g新麦潮手撕面包（提子味）,2017/9/12 9:10,B
2.5,2.5,维他奶,2017/9/12 11:09,B
4.0,4.0,王老吉（500ml）,2017/9/12 12:08,B
1.6,1.6,20g咪咪虾条马来西亚风味,2017/9/12 14:06,B
1.0,1.0,香豆干,2017/9/12 14:07,B
3.0,3.0,伊利纯牛奶,2017/9/12 15:10,B
3.0,3.0,卫龙大面筋,2017/9/12 15:18,B
5.0,5.0,雪碧（500ml）,2017/9/12 16:00,B
2.0,2.0,怡宝纯净水,2017/9/12 16:04,B
1.5,1.5,鸭翅,2017/9/12 16:10,B
4.5,4.5,250ml燕塘红枣牛奶,2017/9/12 16:21,B
5.5,5.5,330ml伊利畅意乳酸菌原味,2017/9/12 16:22,B
3.0,3.0,熊字饼,2017/9/12 16:38,B
2.5,2.5,34g公仔迷你杯牛肉味,2017/9/12 16:55,B
2.5,2.5,伊利优酸乳,2017/9/12 16:57,B
4.0,4.0,尖叫,2017/9/12 17:02,B
3.5,3.5,600ml可口可乐,2017/9/12 17:29,B
3.0,3.0,果粒橙,2017/9/12 18:17,B
2.0,2.0,怡宝纯净水,2017/9/12 18:45,B
2.5,2.5,维他柠檬茶,2017/9/12 19:05,B
2.0,2.0,怡宝纯净水,2017/9/12 19:10,B
4.0,4.0,王老吉（500ml）,2017/9/12 19:18,B
2.0,2.0,鸭翅,2017/9/12 19:45,B
1.2,1.2,手撕素肉排,2017/9/12 21:55,B
3.5,3.5,东鹏特饮,2017/9/12 22:11,B
6.5,6.5,430g泰奇八宝粥,2017/9/13 7:53,B
2.0,2.0,怡宝纯净水,2017/9/13 8:02,B
2.5,2.5,伊利纯牛奶,2017/9/13 8:25,B
3.0,3.0,冰糖雪梨,2017/9/13 8:31,B
3.5,3.5,东鹏特饮,2017/9/13 8:50,B
2.5,2.5,可口可乐330ml,2017/9/13 8:57,B
3.5,3.5,34g公仔迷你杯牛肉味,2017/9/13 8:58,B
4.0,4.0,48g好丽友薯愿香烤原味,2017/9/13 9:04,B
6.0,6.0,红牛,2017/9/13 9:06,B
4.0,4.0,王老吉（罐）,2017/9/13 9:09,B
2.5,2.5,13g无穷烤鸡小腿蜂蜜味,2017/9/13 9:27,B
3.0,3.0,统一绿茶,2017/9/13 9:28,B
3.0,3.0,果粒橙,2017/9/13 10:06,B
3.0,3.0,怡宝纯净水,2017/9/13 10:12,B
6.0,6.0,红牛,2017/9/13 10:21,B
3.0,3.0,百事可乐500ml,2017/9/13 10:30,B
4.5,4.5,燕塘红枣牛奶,2017/9/13 10:57,B
3.5,3.5,王老吉（罐）,2017/9/13 11:49,B
3.0,3.0,可口可乐最新款,2017/9/13 12:02,B
1.0,1.0,12g劲仔小鱼麻辣味,2017/9/13 12:04,B
5.5,5.5,统一阿萨姆奶茶,2017/9/13 12:04,B
2.0,2.0,30g无穷农场盐_鸡蛋,2017/9/13 12:06,B
1.8,1.8,32g卫龙亲嘴烧红烧牛肉味,2017/9/13 12:09,B
2.5,2.5,30g无穷农场盐_鸡蛋,2017/9/13 12:21,B
2.0,2.0,怡宝纯净水,2017/9/13 12:30,B
5.4,5.4,32g卫龙亲嘴烧,2017/9/13 12:52,B
2.5,2.5,250ml维他柠檬茶,2017/9/13 13:01,B
3.0,3.0,统一冰红茶,2017/9/13 13:06,B
3.0,3.0,雪碧最新款,2017/9/13 13:42,B
2.0,2.0,怡宝纯净水,2017/9/13 13:58,B
5.0,5.0,500ml统一阿萨姆奶茶,2017/9/13 14:14,B
3.5,3.5,250ml燕塘原味酸奶,2017/9/13 14:17,B
3.5,3.5,250ml燕塘原味酸奶,2017/9/13 15:06,B
1.5,1.5,香脆肠,2017/9/13 15:07,B
3.0,3.0,维他柠檬茶,2017/9/13 15:27,B
3.5,3.5,东鹏特饮,2017/9/13 15:28,B
2.0,2.0,双汇玉米热狗肠,2017/9/13 15:28,B
10.0,10.0,口味王槟榔（绿）,2017/9/13 15:47,B
6.5,6.5,250ml红牛,2017/9/13 16:30,B
2.5,2.5,250ml维他柠檬茶,2017/9/13 16:36,B
4.0,4.0,冰糖雪梨,2017/9/13 16:40,B
4.5,4.5,脉动,2017/9/13 16:42,B
5.5,5.5,农夫果园,2017/9/13 16:54,B
3.0,3.0,统一绿茶,2017/9/13 17:41,B
3.5,3.5,东鹏特饮,2017/9/13 18:40,B
4.5,4.5,阿萨姆奶茶,2017/9/13 19:10,B
2.5,2.5,可口可乐330ml,2017/9/13 19:31,B
4.0,4.0,王老吉（罐）,2017/9/13 22:42,B
2.0,2.0,怡宝纯净水,2017/9/13 22:43,B
2.0,2.0,鸭翅,2017/9/13 23:29,B
3.0,3.0,统一冰红茶,2017/9/14 8:09,B
3.0,3.0,怡宝纯净水,2017/9/14 8:41,B
3.0,3.0,熊字饼,2017/9/14 9:08,B
1.5,1.5,卫龙亲嘴烧红烧牛肉味,2017/9/14 9:41,B
3.0,3.0,怡宝纯净水,2017/9/14 10:31,B
3.0,3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/9/14 11:05,B
3.0,3.0,雪碧最新款,2017/9/14 11:06,B
6.5,6.5,250ml红牛,2017/9/14 11:25,B
4.0,4.0,阿萨姆奶茶,2017/9/14 11:59,B
3.0,3.0,经典奶茶,2017/9/14 12:09,B
3.0,3.0,卫龙大面筋,2017/9/14 12:22,B
4.0,4.0,阿萨姆奶茶,2017/9/14 12:25,B
3.0,3.0,百事可乐500ml,2017/9/14 12:31,B
3.0,3.0,统一冰红茶,2017/9/14 12:33,B
3.0,3.0,卫龙大面筋,2017/9/14 12:35,B
3.0,3.0,维他奶,2017/9/14 12:52,B
3.5,3.5,伊利优酸乳,2017/9/14 12:53,B
2.0,2.0,鸭翅,2017/9/14 13:07,B
4.0,4.0,营养快线,2017/9/14 13:48,B
3.0,3.0,卫龙大面筋,2017/9/14 14:08,B
4.5,4.5,65g卫龙亲嘴豆皮,2017/9/14 14:18,B
4.0,4.0,银鹭八宝粥,2017/9/14 14:28,B
2.0,2.0,怡宝纯净水,2017/9/14 14:58,B
3.0,3.0,统一绿茶,2017/9/14 15:20,B
1.5,1.5,40g双汇玉米热狗肠,2017/9/14 15:21,B
3.0,3.0,百事可乐500ml,2017/9/14 15:26,B
3.0,3.0,伊利纯牛奶,2017/9/14 15:44,B
3.0,3.0,熊字饼,2017/9/14 15:54,B
8.0,8.0,160g盼盼手撕面包,2017/9/14 16:15,B
3.0,3.0,雪碧（500ml）,2017/9/14 16:43,B
3.0,3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/9/14 16:51,B
6.0,6.0,45g双汇泡面拍挡,2017/9/14 17:08,B
2.0,2.0,伊利优酸乳,2017/9/14 17:08,B
3.0,3.0,卫龙大面筋,2017/9/14 17:22,B
2.0,2.0,怡宝纯净水,2017/9/14 17:36,B
3.0,3.0,怡宝纯净水,2017/9/14 18:02,B
1.8,1.8,32g卫龙亲嘴烧,2017/9/14 18:11,B
7.0,7.0,合味道（海鲜风味）,2017/9/14 18:23,B
3.0,3.0,统一冰红茶,2017/9/14 18:23,B
1.0,1.0,小鱼仔,2017/9/14 18:26,B
2.5,2.5,伊利纯牛奶,2017/9/14 18:27,B
4.5,4.5,250ml燕塘甜牛奶,2017/9/14 18:44,B
5.5,5.5,250ml红牛,2017/9/14 19:08,B
0.0,0.0,85g新麦潮北海道吐司,2017/9/14 19:14,B
13.0,13.0,250ml红牛,2017/9/14 20:08,B
4.5,4.5,阿萨姆奶茶,2017/9/14 20:15,B
5.5,5.5,330ml伊利畅意乳酸菌原味,2017/9/14 21:02,B
4.0,4.0,脉动,2017/9/14 21:24,B
8.0,8.0,越南LIPO奶味面包干100g,2017/9/14 21:49,B
2.0,2.0,145ml旺仔牛奶盒装,2017/9/14 22:25,B
2.5,2.5,伊利优酸乳,2017/9/14 22:48,B
4.0,4.0,脉动,2017/9/14 23:13,B
5.0,5.0,王老吉（500ml）,2017/9/15 1:05,B
3.0,3.0,可口可乐最新款,2017/9/15 2:37,B
7.0,7.0,维他原味豆奶,2017/9/15 4:50,B
4.0,4.0,脉动,2017/9/15 7:51,B
5.0,5.0,13g无穷烤鸡小腿蜂蜜味,2017/9/15 7:54,B
6.5,6.5,250ml红牛,2017/9/15 8:46,B
4.5,4.5,脉动,2017/9/15 8:50,B
10.0,10.0,500ml统一阿萨姆奶茶,2017/9/15 9:02,B
4.5,4.5,上好佳田园薯片,2017/9/15 9:05,B
3.0,3.0,维他奶,2017/9/15 9:05,B
4.0,4.0,营养快线,2017/9/15 9:17,B
5.0,5.0,220g宝丰龙龟苓膏,2017/9/15 9:22,B
4.5,4.5,50g上好佳日式鱼果,2017/9/15 9:23,B
3.0,3.0,雪碧（500ml）,2017/9/15 9:40,B
6.0,6.0,雀巢咖啡,2017/9/15 10:10,B
4.8,4.8,150抽诗竹竹纤维面巾纸,2017/9/15 10:14,B
1.0,1.0,小鱼仔,2017/9/15 10:14,B
4.0,4.0,营养快线,2017/9/15 10:35,B
3.5,3.5,东鹏特饮,2017/9/15 10:40,B
2.0,2.0,怡宝纯净水,2017/9/15 10:45,B
3.5,3.5,王老吉（罐）,2017/9/15 10:46,B
2.0,2.0,怡宝纯净水,2017/9/15 11:09,B
3.0,3.0,卫龙大面筋,2017/9/15 11:42,B
4.0,4.0,阿萨姆奶茶,2017/9/15 12:03,B
3.5,3.5,东鹏特饮,2017/9/15 12:19,B
1.0,1.0,小鱼仔,2017/9/15 12:23,B
2.5,2.5,伊利优酸乳,2017/9/15 12:26,B
2.0,2.0,怡宝纯净水,2017/9/15 12:28,B
3.5,3.5,85g新麦潮手撕面包（提子味）,2017/9/15 12:29,B
6.0,6.0,12g劲仔小鱼麻辣味,2017/9/15 12:32,B
3.0,3.0,250ml维他柠檬茶,2017/9/15 12:34,B
4.5,4.5,55g奥利奥原味夹心饼干,2017/9/15 12:57,B
3.0,3.0,250ml维他柠檬茶,2017/9/15 13:18,B
3.0,3.0,芬达330ml,2017/9/15 13:18,B
4.5,4.5,500ml加多宝,2017/9/15 13:37,B
2.0,2.0,怡宝纯净水,2017/9/15 13:37,B
2.5,2.5,250ml维他原味豆奶,2017/9/15 13:49,B
1.0,1.0,香豆干,2017/9/15 13:54,B
3.5,3.5,500ml加多宝,2017/9/15 14:11,B
4.0,4.0,营养快线,2017/9/15 14:14,B
2.0,2.0,怡宝纯净水,2017/9/15 14:29,B
4.5,4.5,50g上好佳田园薯片番茄味,2017/9/15 14:39,B
5.0,5.0,200g喜之郎/什锦果肉,2017/9/15 14:56,B
3.0,3.0,卫龙大面筋,2017/9/15 15:00,B
25.0,25.0,芙蓉王,2017/9/15 15:16,B
6.5,6.5,70g乐事薯片黄瓜味,2017/9/15 15:40,B
2.5,2.5,雪碧330ml,2017/9/15 15:45,B
2.5,2.5,百事可乐330ml,2017/9/15 15:49,B
3.0,3.0,雪碧（500ml）,2017/9/15 15:55,B
4.5,4.5,营养快线,2017/9/15 16:07,B
1.0,1.0,小鱼仔,2017/9/15 16:08,B
12.0,12.0,268ml雀巢咖啡丝滑拿铁,2017/9/15 16:23,B
3.0,3.0,印尼芝士威化饼干,2017/9/15 16:26,B
2.5,2.5,雪碧330ml,2017/9/15 16:53,B
5.5,5.5,430g泰奇八宝粥,2017/9/15 16:56,B
4.0,4.0,冰糖雪梨,2017/9/15 17:03,B
7.0,7.0,70g乐事薯片黄瓜味,2017/9/15 17:14,B
4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/9/15 17:29,B
5.0,5.0,脉动,2017/9/15 17:33,B
4.0,4.0,85g新麦潮北海道吐司,2017/9/15 17:39,B
1.5,1.5,香脆肠,2017/9/15 17:50,B
7.5,7.5,红牛,2017/9/15 17:56,B
2.5,2.5,伊利优酸乳,2017/9/15 17:56,B
4.0,4.0,统一冰红茶,2017/9/15 18:03,B
2.5,2.5,13g无穷烤鸡小腿蜂蜜味,2017/9/15 18:17,B
2.0,2.0,怡宝纯净水,2017/9/15 18:18,B
1.0,1.0,小鱼仔,2017/9/15 18:26,B
6.0,6.0,雀巢咖啡,2017/9/15 18:35,B
6.5,6.5,250ml红牛,2017/9/15 18:37,B
3.0,3.0,无穷烤鸡小腿（蜂蜜）,2017/9/15 19:13,B
4.0,4.0,银鹭八宝粥,2017/9/15 19:21,B
2.5,2.5,芬达330ml,2017/9/15 19:34,B
1.0,1.0,小鱼仔,2017/9/15 19:45,B
3.0,3.0,统一绿茶,2017/9/15 19:51,B
1.8,1.8,32g卫龙亲嘴烧红烧牛肉味,2017/9/15 20:11,B
3.5,3.5,丽芝士纳宝帝奶酪威化饼干,2017/9/15 20:46,B
2.0,2.0,怡宝纯净水,2017/9/15 20:46,B
4.5,4.5,180ml雀巢咖啡罐装,2017/9/15 21:48,B
3.5,3.5,可乐可乐,2017/9/15 21:48,B
4.0,4.0,银鹭八宝粥,2017/9/15 23:13,B
3.0,3.0,伊利纯牛奶,2017/9/15 23:15,B
2.5,2.5,可口可乐最新款,2017/9/15 23:23,B
2.5,2.5,30g无穷农场盐_鸡蛋,2017/9/16 1:09,B
3.0,3.0,统一绿茶,2017/9/16 1:47,B
0.8,0.8,20g咪咪虾条马来西亚风味,2017/9/16 7:56,B
3.0,3.0,卫龙大面筋,2017/9/16 7:59,B
3.0,3.0,雪碧（500ml）,2017/9/16 8:18,B
3.0,3.0,可口可乐最新款,2017/9/16 8:28,B
3.5,3.5,伊利优酸乳,2017/9/16 8:41,B
3.0,3.0,卫龙大面筋,2017/9/16 8:58,B
1.5,1.5,40g双汇玉米热狗肠,2017/9/16 9:00,B
4.5,4.5,阿萨姆奶茶,2017/9/16 9:17,B
3.0,3.0,250ml维他原味豆奶,2017/9/16 9:40,B
5.0,5.0,营养快线,2017/9/16 9:47,B
2.0,2.0,怡宝纯净水,2017/9/16 10:23,B
3.0,3.0,统一冰红茶,2017/9/16 10:38,B
11.0,11.0,100g*5瓶益力多,2017/9/16 10:41,B
4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/9/16 10:50,B
3.0,3.0,怡宝纯净水,2017/9/16 11:43,B
13.0,13.0,250ml红牛,2017/9/16 12:13,B
3.0,3.0,统一冰红茶,2017/9/16 12:13,B
25.0,25.0,芙蓉王,2017/9/16 12:16,B
9.0,9.0,250ml燕塘原味酸奶,2017/9/16 12:28,B
10.0,10.0,湘潭铺子(羽泉版),2017/9/16 12:33,B
4.0,4.0,阿萨姆奶茶,2017/9/16 12:34,B
4.0,4.0,阿萨姆奶茶,2017/9/16 13:25,B
4.0,4.0,阿萨姆奶茶,2017/9/16 13:49,B
2.5,2.5,30g无穷农场盐_鸡蛋,2017/9/16 13:50,B
4.0,4.0,王老吉（500ml）,2017/9/16 14:11,B
4.0,4.0,王老吉（罐）,2017/9/16 14:12,B
4.0,4.0,营养快线,2017/9/16 14:14,B
3.5,3.5,丽芝士纳宝帝奶酪威化饼干,2017/9/16 14:15,B
2.0,2.0,鸭翅,2017/9/16 14:59,B
3.5,3.5,东鹏特饮,2017/9/16 15:00,B
36.0,36.0,260g马来西亚进口茱蒂丝口口香饼干,2017/9/16 15:08,B
1.2,1.2,手撕素肉排,2017/9/16 15:12,B
3.0,3.0,统一冰红茶,2017/9/16 15:24,B
4.0,4.0,营养快线,2017/9/16 15:33,B
3.5,3.5,东鹏特饮,2017/9/16 15:47,B
4.0,4.0,王老吉（500ml）,2017/9/16 16:02,B
3.5,3.5,维他柠檬茶,2017/9/16 16:04,B
1.5,1.5,鸭翅,2017/9/16 16:04,B
3.5,3.5,王老吉（罐）,2017/9/16 16:05,B
3.5,3.5,东鹏特饮,2017/9/16 16:11,B
2.5,2.5,可口可乐330ml,2017/9/16 16:20,B
4.0,4.0,营养快线,2017/9/16 16:23,B
15.0,15.0,口味王槟榔（红）,2017/9/16 16:36,B
3.0,3.0,熊字饼,2017/9/16 16:43,B
2.5,2.5,250ml统一麦香奶茶,2017/9/16 16:47,B
3.0,3.0,雪碧（500ml）,2017/9/16 16:47,B
4.0,4.0,双汇玉米热狗肠,2017/9/16 16:52,B
2.5,2.5,13g雀巢咖啡1+2特浓,2017/9/16 16:55,B
3.0,3.0,卫龙大面筋,2017/9/16 17:28,B
3.0,3.0,百事可乐500ml,2017/9/16 17:29,B
6.0,6.0,红牛,2017/9/16 17:50,B
4.0,4.0,85g新麦潮北海道吐司,2017/9/16 18:07,B
4.0,4.0,阿萨姆奶茶,2017/9/16 18:08,B
1.6,1.6,20g咪咪虾条马来西亚风味,2017/9/16 18:10,B
4.0,4.0,220g宝丰龙龟苓膏,2017/9/16 18:51,B
6.5,6.5,70g乐事薯片黄瓜味,2017/9/16 19:31,B
1.5,1.5,鸭翅,2017/9/16 19:32,B
4.0,4.0,阿萨姆奶茶,2017/9/16 19:48,B
4.0,4.0,阿萨姆奶茶,2017/9/16 22:22,B
3.0,3.0,雪碧（500ml）,2017/9/17 0:09,B
4.0,4.0,王老吉（500ml）,2017/9/17 0:19,B
5.5,5.5,205g伊利安慕希原味,2017/9/17 0:49,B
2.5,2.5,可口可乐330ml,2017/9/17 1:29,B
5.0,5.0,阿萨姆奶茶,2017/9/17 3:18,B
3.0,3.0,怡宝纯净水,2017/9/17 7:19,B
2.5,2.5,维他柠檬茶,2017/9/17 7:56,B
4.0,4.0,营养快线,2017/9/17 8:11,B
4.0,4.0,王老吉（罐）,2017/9/17 8:18,B
4.0,4.0,500ml统一阿萨姆奶茶,2017/9/17 8:21,B
11.0,11.0,100g*5瓶益力多,2017/9/17 8:56,B
6.0,6.0,250ml红牛,2017/9/17 9:08,B
6.0,6.0,雀巢咖啡,2017/9/17 9:19,B
4.5,4.5,180ml雀巢咖啡罐装,2017/9/17 9:39,B
3.6,3.6,32g卫龙亲嘴烧,2017/9/17 9:53,B
3.0,3.0,250ml维他柠檬茶,2017/9/17 10:29,B
1.8,1.8,32g卫龙亲嘴烧,2017/9/17 10:36,B
2.0,2.0,怡宝纯净水,2017/9/17 10:52,B
2.5,2.5,可口可乐330ml,2017/9/17 11:55,B
3.5,3.5,500ml康师傅冰糖雪梨,2017/9/17 12:04,B
3.0,3.0,可口可乐最新款,2017/9/17 12:08,B
6.0,6.0,250ml维他柠檬茶,2017/9/17 12:09,B
5.0,5.0,268ml雀巢咖啡丝滑拿铁,2017/9/17 12:09,B
3.5,3.5,雪碧最新款,2017/9/17 12:18,B
4.5,4.5,250ml燕塘原味酸奶,2017/9/17 12:23,B
4.0,4.0,55g奥利奥原味芝士饼干,2017/9/17 12:23,B
9.0,9.0,250ml燕塘原味酸奶,2017/9/17 12:24,B
1.0,1.0,香豆干,2017/9/17 12:28,B
3.0,3.0,雪碧（500ml）,2017/9/17 12:37,B
3.0,3.0,统一绿茶,2017/9/17 12:46,B
0.0,0.0,91g徐福记凤梨酥,2017/9/17 12:49,B
6.5,6.5,430g泰奇八宝粥,2017/9/17 13:00,B
6.0,6.0,红牛,2017/9/17 13:02,B
11.0,11.0,86g合味道海鲜风味,2017/9/17 13:05,B
3.0,3.0,250ml维他柠檬茶,2017/9/17 13:08,B
2.5,2.5,250ml维他原味豆奶,2017/9/17 13:08,B
3.5,3.5,500ml加多宝,2017/9/17 13:10,B
3.0,3.0,印尼芝士威化饼干,2017/9/17 13:10,B
3.0,3.0,250ml维他原味豆奶,2017/9/17 13:13,B
4.5,4.5,500ml农夫果园 (芒果+菠萝+番石榴),2017/9/17 13:19,B
4.5,4.5,250ml燕塘红枣牛奶,2017/9/17 13:22,B
6.0,6.0,330ml伊利畅意乳酸菌原味,2017/9/17 13:25,B
5.5,5.5,205g伊利安慕希原味,2017/9/17 13:27,B
4.0,4.0,脉动,2017/9/17 13:34,B
4.0,4.0,营养快线,2017/9/17 13:46,B
1.5,1.5,鸭翅,2017/9/17 13:50,B
4.0,4.0,银鹭八宝粥,2017/9/17 13:53,B
4.0,4.0,王老吉（500ml）,2017/9/17 13:57,B
2.5,2.5,250ml维他奶巧克力味,2017/9/17 14:01,B
1.5,1.5,45g双汇泡面拍挡,2017/9/17 14:06,B
4.0,4.0,阿萨姆奶茶,2017/9/17 14:22,B
12.5,12.5,100g*5瓶益力多,2017/9/17 14:27,B
1.0,1.0,香豆干,2017/9/17 14:27,B
4.5,4.5,65g卫龙亲嘴豆皮,2017/9/17 14:42,B
3.0,3.0,12g劲仔小鱼麻辣味,2017/9/17 14:55,B
3.5,3.5,东鹏特饮,2017/9/17 14:58,B
4.0,4.0,阿萨姆奶茶,2017/9/17 14:59,B
12.5,12.5,100g*5瓶益力多,2017/9/17 15:02,B
3.5,3.5,维他柠檬茶,2017/9/17 15:02,B
1.5,1.5,鸭翅,2017/9/17 15:02,B
7.0,7.0,160g盼盼手撕面包,2017/9/17 15:08,B
3.5,3.5,东鹏特饮,2017/9/17 15:13,B
6.5,6.5,70g乐事薯片原味,2017/9/17 15:22,B
4.0,4.0,王老吉（500ml）,2017/9/17 15:31,B
7.0,7.0,145g果王迷你山楂包装,2017/9/17 15:42,B
2.5,2.5,250ml维他奶巧克力味,2017/9/17 15:44,B
4.5,4.5,40g上好佳日式鱼果,2017/9/17 15:44,B
4.0,4.0,营养快线,2017/9/17 15:45,B
