应付金额,实际金额,商品,支付时间,地点
4.5,4.5,500ml加多宝,2017/9/9 18:28,C
3.5,3.5,可口可乐330ml,2017/9/9 18:43,C
2.5,2.5,雪碧330ml,2017/9/9 18:44,C
16.0,16.0,145ml旺仔牛奶盒装,2017/9/9 19:50,C
1.0,1.0,鸭翅,2017/9/9 20:37,C
10.0,10.0,口味王槟榔（绿）,2017/9/9 20:54,C
2.0,2.0,怡宝纯净水,2017/9/9 20:56,C
3.0,3.0,统一冰红茶,2017/9/9 21:00,C
1.5,1.5,40g双汇玉米热狗肠,2017/9/9 21:04,C
2.0,2.0,鸭翅,2017/9/10 8:43,C
5.0,5.0,阿萨姆奶茶,2017/9/10 8:46,C
4.0,4.0,450ml美汁源果粒橙,2017/9/10 8:58,C
3.5,3.5,东鹏特饮,2017/9/10 9:16,C
3.0,3.0,果粒橙,2017/9/10 9:17,C
4.5,4.5,脉动,2017/9/10 11:25,C
4.5,4.5,营养快线,2017/9/10 12:03,C
3.0,3.0,雪碧最新款,2017/9/10 12:14,C
6.0,6.0,红牛,2017/9/10 12:16,C
15.0,15.0,250ml维他奶巧克力味,2017/9/10 12:18,C
3.0,3.0,伊利纯牛奶,2017/9/10 12:22,C
4.0,4.0,王老吉（500ml）,2017/9/10 12:28,C
3.0,3.0,250ml维他原味豆奶,2017/9/10 12:29,C
7.0,7.0,泰奇八宝粥,2017/9/10 12:30,C
4.5,4.5,250ml燕塘红枣牛奶,2017/9/10 13:10,C
3.5,3.5,伊利优酸乳,2017/9/10 13:58,C
5.0,5.0,脉动,2017/9/10 14:00,C
4.0,4.0,阿萨姆煎茶奶绿,2017/9/10 14:11,C
3.0,3.0,统一冰红茶,2017/9/10 14:20,C
3.5,3.5,统一冰红茶,2017/9/10 14:27,C
4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/9/10 14:40,C
3.0,3.0,维他奶,2017/9/10 14:45,C
4.0,4.0,王老吉（罐）,2017/9/10 15:39,C
3.0,3.0,70g乖媳妇野山泡椒凤爪,2017/9/10 15:53,C
2.5,2.5,可口可乐330ml,2017/9/10 15:55,C
2.0,2.0,怡宝纯净水,2017/9/10 15:58,C
3.5,3.5,王老吉（罐）,2017/9/10 16:05,C
5.5,5.5,103g康师傅红烧牛肉面,2017/9/10 16:09,C
4.0,4.0,85g新麦潮北海道吐司,2017/9/10 16:11,C
4.5,4.5,500ml加多宝,2017/9/10 16:20,C
6.0,6.0,268ml雀巢咖啡丝滑拿铁,2017/9/10 16:37,C
4.0,4.0,脉动,2017/9/10 16:53,C
3.0,3.0,雪碧最新款,2017/9/10 16:54,C
4.0,4.0,阿萨姆奶茶,2017/9/10 17:04,C
4.0,4.0,果粒橙,2017/9/10 17:21,C
3.0,3.0,雪碧最新款,2017/9/10 17:45,C
5.0,5.0,脉动,2017/9/10 17:56,C
4.0,4.0,阿萨姆奶茶,2017/9/10 18:21,C
4.0,4.0,东鹏特饮,2017/9/10 19:26,C
10.0,10.0,味之不规则饼干（芝士味）,2017/9/10 19:28,C
3.0,3.0,果粒橙,2017/9/10 21:16,C
4.0,4.0,营养快线,2017/9/10 21:20,C
1.0,1.0,小鱼仔,2017/9/10 21:31,C
1.8,1.8,600ml雪碧,2017/9/10 21:34,C
6.0,6.0,250ml维他柠檬茶,2017/9/10 21:53,C
4.0,4.0,营养快线,2017/9/10 22:18,C
3.0,3.0,伊利纯牛奶,2017/9/10 22:23,C
4.5,4.5,600ml脉动青柠,2017/9/10 22:30,C
3.0,3.0,茉莉蜜茶,2017/9/10 22:30,C
2.0,2.0,鸭翅,2017/9/10 22:36,C
4.0,4.0,脉动,2017/9/10 22:50,C
4.5,4.5,500ml加多宝,2017/9/10 22:55,C
4.0,4.0,王老吉（罐）,2017/9/10 23:35,C
3.0,3.0,雪碧最新款,2017/9/10 23:41,C
2.5,2.5,伊利优酸乳,2017/9/10 23:51,C
4.0,4.0,脉动,2017/9/11 1:16,C
4.5,4.5,250ml燕塘红枣牛奶,2017/9/11 3:04,C
4.0,4.0,尖叫,2017/9/11 3:18,C
3.5,3.5,600ml雪碧,2017/9/11 3:21,C
5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017/9/11 3:39,C
3.0,3.0,茉莉蜜茶,2017/9/11 3:43,C
2.5,2.5,伊利优酸乳,2017/9/11 3:47,C
2.0,2.0,怡宝纯净水,2017/9/11 3:48,C
6.0,6.0,160g盼盼手撕面包,2017/9/11 3:53,C
3.0,3.0,冰糖雪梨,2017/9/11 3:53,C
2.5,2.5,冰红茶（罐）,2017/9/11 3:54,C
3.0,3.0,果粒橙,2017/9/11 4:07,C
2.5,2.5,无穷农场盐_鸡蛋,2017/9/11 4:07,C
3.0,3.0,可口可乐330ml,2017/9/11 5:11,C
3.5,3.5,250ml维他原味豆奶,2017/9/11 6:10,C
4.0,4.0,500ml农夫果园 (芒果+菠萝+番石榴),2017/9/11 6:28,C
2.0,2.0,怡宝纯净水,2017/9/11 6:28,C
3.0,3.0,果粒橙,2017/9/11 7:02,C
4.5,4.5,脉动,2017/9/11 7:58,C
3.0,3.0,冰糖雪梨,2017/9/11 8:51,C
2.0,2.0,怡宝纯净水,2017/9/11 8:57,C
4.0,4.0,阿萨姆奶茶,2017/9/11 9:17,C
3.0,3.0,可口可乐330ml,2017/9/11 9:58,C
2.0,2.0,怡宝纯净水,2017/9/11 12:03,C
4.0,4.0,果粒橙,2017/9/11 12:12,C
4.0,4.0,250ml燕塘红枣牛奶,2017/9/11 12:20,C
6.0,6.0,红牛,2017/9/11 12:21,C
4.5,4.5,40g乐事美国经典原味,2017/9/11 12:37,C
1.0,1.0,鸭翅,2017/9/11 12:37,C
3.0,3.0,怡宝纯净水,2017/9/11 12:51,C
3.0,3.0,怡宝纯净水,2017/9/11 13:03,C
3.0,3.0,熊字饼,2017/9/11 13:16,C
3.0,3.0,怡宝纯净水,2017/9/11 13:38,C
3.0,3.0,雪碧最新款,2017/9/11 13:52,C
5.0,5.0,脉动,2017/9/11 13:53,C
4.0,4.0,日式鱼果,2017/9/11 14:06,C
4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/9/11 14:23,C
3.5,3.5,雪碧330ml,2017/9/11 14:40,C
8.0,8.0,250ml燕塘红枣牛奶,2017/9/11 15:48,C
2.0,2.0,怡宝纯净水,2017/9/11 15:48,C
6.0,6.0,330ml伊利畅意乳酸菌原味,2017/9/11 15:50,C
10.0,10.0,225g味之不规则饼干芝士味,2017/9/11 15:55,C
4.5,4.5,500ml农夫果园 (芒果+菠萝+番石榴),2017/9/11 16:11,C
5.0,5.0,小茗同学,2017/9/11 16:11,C
3.5,3.5,王老吉（罐）,2017/9/11 16:28,C
36.0,36.0,260g马来西亚进口茱蒂丝口口香饼干,2017/9/11 16:50,C
3.0,3.0,统一冰红茶,2017/9/11 17:33,C
3.0,3.0,无穷烤鸡小腿（蜂蜜）,2017/9/11 17:33,C
6.0,6.0,86g合味道海鲜风味,2017/9/11 17:36,C
2.0,2.0,怡宝纯净水,2017/9/11 17:36,C
3.0,3.0,怡宝纯净水,2017/9/11 18:13,C
3.0,3.0,统一绿茶,2017/9/11 18:44,C
3.0,3.0,卫龙大面筋,2017/9/11 18:59,C
4.0,4.0,营养快线,2017/9/11 19:49,C
6.0,6.0,370g泰奇八宝粥,2017/9/11 19:53,C
4.0,4.0,脉动,2017/9/11 20:35,C
4.0,4.0,王老吉（500ml）,2017/9/11 21:17,C
3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/9/11 21:48,C
4.0,4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/9/11 21:59,C
3.5,3.5,250ml燕塘红枣牛奶,2017/9/11 22:15,C
5.0,5.0,500ml统一阿萨姆奶茶,2017/9/11 22:15,C
3.0,3.0,统一绿茶,2017/9/11 22:15,C
5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017/9/11 23:21,C
2.0,2.0,85g新麦潮手撕面包（提子味）,2017/9/11 23:25,C
3.0,3.0,可口可乐（500ml）,2017/9/11 23:25,C
3.5,3.5,王老吉（罐）,2017/9/12 0:22,C
4.5,4.5,脉动,2017/9/12 0:34,C
3.5,3.5,丽芝士纳宝帝奶酪威化饼干,2017/9/12 8:56,C
2.0,2.0,30g无穷农场盐_鸡蛋,2017/9/12 8:58,C
2.0,2.0,怡宝纯净水,2017/9/12 9:00,C
6.5,6.5,91g徐福记凤梨酥,2017/9/12 10:45,C
4.0,4.0,阿萨姆奶茶,2017/9/12 11:11,C
3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/9/12 13:06,C
1.0,1.0,好吃点小饼干,2017/9/12 13:08,C
4.0,4.0,营养快线,2017/9/12 14:33,C
5.0,5.0,天地一号,2017/9/12 15:18,C
2.0,2.0,85g新麦潮北海道吐司,2017/9/12 15:47,C
1.5,1.5,45g双汇泡面拍挡,2017/9/12 15:58,C
4.5,4.5,78g卫龙亲嘴语辣条,2017/9/12 16:13,C
3.0,3.0,12g劲仔小鱼麻辣味,2017/9/12 16:17,C
2.5,2.5,可口可乐330ml,2017/9/12 17:02,C
3.0,3.0,雪碧最新款,2017/9/12 17:33,C
3.0,3.0,伊利纯牛奶,2017/9/12 17:35,C
3.0,3.0,雪碧最新款,2017/9/12 17:52,C
15.0,15.0,口味王槟榔（红）,2017/9/12 18:45,C
5.0,5.0,王老吉（500ml）,2017/9/12 19:04,C
4.0,4.0,阿萨姆奶茶,2017/9/12 19:11,C
10.0,10.0,脉动（青柠）,2017/9/12 21:13,C
5.0,5.0,85g统一老坛酸菜牛肉面,2017/9/12 22:11,C
6.0,6.0,红牛,2017/9/12 22:13,C
3.5,3.5,芬达330ml,2017/9/13 0:31,C
4.0,4.0,脉动,2017/9/13 8:44,C
6.5,6.5,148g富甲一方紫薯仔,2017/9/13 8:54,C
4.0,4.0,阿萨姆奶茶,2017/9/13 8:55,C
4.0,4.0,脉动,2017/9/13 8:59,C
1.5,1.5,40g双汇玉米热狗肠,2017/9/13 9:07,C
2.5,2.5,30g无穷农场盐_鸡蛋,2017/9/13 9:10,C
4.0,4.0,阿萨姆奶茶,2017/9/13 9:22,C
6.5,6.5,430g泰奇八宝粥,2017/9/13 9:42,C
5.0,5.0,268ml雀巢咖啡丝滑拿铁,2017/9/13 10:06,C
5.5,5.5,86g合味道海鲜风味,2017/9/13 12:05,C
2.0,2.0,双汇玉米热狗肠,2017/9/13 12:05,C
15.0,15.0,口味王槟榔（红）,2017/9/13 12:14,C
1.0,1.0,10g越南LIPO奶味面包干0015,2017/9/13 12:21,C
4.0,4.0,阿萨姆奶茶,2017/9/13 12:48,C
2.5,2.5,伊利优酸乳,2017/9/13 13:40,C
6.0,6.0,旺仔牛奶145ml,2017/9/13 13:42,C
3.0,3.0,250ml维他奶低糖原味,2017/9/13 13:46,C
3.0,3.0,芬达330ml,2017/9/13 13:48,C
3.5,3.5,芬达330ml,2017/9/13 14:05,C
2.0,2.0,怡宝纯净水,2017/9/13 14:15,C
2.5,2.5,145ml旺仔牛奶盒装,2017/9/13 15:06,C
3.0,3.0,维他奶,2017/9/13 15:06,C
2.5,2.5,250ml统一麦香奶茶,2017/9/13 16:00,C
6.5,6.5,430g泰奇八宝粥,2017/9/13 16:36,C
6.0,6.0,330ml伊利畅意乳酸菌原味,2017/9/13 16:41,C
15.0,15.0,雀巢咖啡,2017/9/13 16:55,C
3.0,3.0,雪碧最新款,2017/9/13 17:02,C
4.0,4.0,王老吉（罐）,2017/9/13 18:03,C
4.5,4.5,250ml燕塘红枣牛奶,2017/9/13 18:12,C
3.0,3.0,怡宝纯净水,2017/9/13 18:21,C
22.0,22.0,268ml雀巢咖啡丝滑拿铁,2017/9/13 18:42,C
5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017/9/13 19:23,C
4.0,4.0,脉动,2017/9/13 19:26,C
4.0,4.0,银鹭八宝粥,2017/9/13 19:35,C
6.0,6.0,13g无穷烤鸡小腿蜂蜜味,2017/9/14 0:20,C
3.0,3.0,怡宝纯净水,2017/9/14 2:06,C
4.0,4.0,东鹏特饮,2017/9/14 2:58,C
6.0,6.0,红牛,2017/9/14 8:10,C
3.0,3.0,可口可乐最新款,2017/9/14 8:23,C
3.0,3.0,怡宝纯净水,2017/9/14 8:27,C
4.5,4.5,阿萨姆奶茶,2017/9/14 8:32,C
3.0,3.0,冰糖雪梨,2017/9/14 8:51,C
3.0,3.0,统一绿茶,2017/9/14 9:02,C
1.6,1.6,2g韩国海牌海苔,2017/9/14 9:05,C
8.0,8.0,100g越南LIPO奶味面包干,2017/9/14 9:08,C
4.5,4.5,阿萨姆奶茶,2017/9/14 9:09,C
1.8,1.8,600ml雪碧,2017/9/14 9:10,C
5.5,5.5,250ml红牛,2017/9/14 9:11,C
4.0,4.0,营养快线,2017/9/14 9:22,C
3.5,3.5,东鹏特饮,2017/9/14 10:13,C
3.0,3.0,卫龙大面筋,2017/9/14 11:03,C
3.0,3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/9/14 11:28,C
3.0,3.0,熊字饼,2017/9/14 11:28,C
12.5,12.5,100g*5瓶益力多,2017/9/14 12:06,C
2.0,2.0,145ml旺仔牛奶盒装,2017/9/14 12:08,C
4.0,4.0,王老吉（500ml）,2017/9/14 12:13,C
4.0,4.0,脉动,2017/9/14 12:14,C
3.0,3.0,雪碧最新款,2017/9/14 12:47,C
10.0,10.0,85g统一老坛酸菜牛肉面,2017/9/14 12:55,C
4.0,4.0,500ml农夫果园 (芒果+菠萝+番石榴),2017/9/14 13:44,C
3.0,3.0,卫龙大面筋,2017/9/14 14:18,C
4.0,4.0,145ml旺仔牛奶盒装,2017/9/14 14:28,C
4.5,4.5,80g香飘飘椰果奶茶原味,2017/9/14 15:04,C
3.5,3.5,东鹏特饮,2017/9/14 15:04,C
2.0,2.0,鸭翅,2017/9/14 15:08,C
2.0,2.0,145ml旺仔牛奶盒装,2017/9/14 15:23,C
3.0,3.0,怡宝纯净水,2017/9/14 15:47,C
2.5,2.5,伊利优酸乳,2017/9/14 15:48,C
3.5,3.5,85g新麦潮手撕面包（提子味）,2017/9/14 15:54,C
3.0,3.0,冰糖雪梨,2017/9/14 15:58,C
3.0,3.0,雪碧最新款,2017/9/14 16:21,C
6.0,6.0,330ml伊利畅意乳酸菌原味,2017/9/14 16:51,C
2.5,2.5,伊利优酸乳,2017/9/14 17:01,C
6.0,6.0,86g合味道海鲜风味,2017/9/14 17:11,C
1.2,1.2,20g咪咪虾条马来西亚风味,2017/9/14 17:20,C
1.5,1.5,40g双汇玉米热狗肠,2017/9/14 17:20,C
3.0,3.0,熊字饼,2017/9/14 17:20,C
3.0,3.0,卫龙大面筋,2017/9/14 17:23,C
3.0,3.0,伊利纯牛奶,2017/9/14 17:50,C
4.5,4.5,加多宝,2017/9/14 17:52,C
3.5,3.5,王老吉（罐）,2017/9/14 18:14,C
5.0,5.0,阿萨姆奶茶,2017/9/14 18:20,C
4.0,4.0,奥利奥原味芝士,2017/9/14 18:33,C
3.0,3.0,伊利纯牛奶,2017/9/14 18:50,C
2.0,2.0,怡宝纯净水,2017/9/14 19:03,C
3.0,3.0,伊利纯牛奶,2017/9/14 19:18,C
2.0,2.0,怡宝纯净水,2017/9/14 19:36,C
3.0,3.0,维他柠檬茶330ml（罐）,2017/9/14 19:53,C
2.0,2.0,鸭翅,2017/9/14 20:06,C
4.0,4.0,阿萨姆奶茶,2017/9/14 22:22,C
3.0,3.0,怡宝纯净水,2017/9/14 22:30,C
4.0,4.0,银鹭八宝粥,2017/9/14 23:58,C
10.0,10.0,口味王槟榔（绿）,2017/9/14 23:59,C
1.0,1.0,香豆干,2017/9/15 1:09,C
4.0,4.0,脉动,2017/9/15 4:50,C
3.5,3.5,雪碧最新款,2017/9/15 7:56,C
3.5,3.5,王老吉（罐）,2017/9/15 8:16,C
4.0,4.0,果粒橙,2017/9/15 8:25,C
4.0,4.0,银鹭八宝粥,2017/9/15 8:41,C
3.0,3.0,统一冰红茶,2017/9/15 9:02,C
3.0,3.0,600ml可口可乐,2017/9/15 9:13,C
3.0,3.0,果粒橙,2017/9/15 9:16,C
5.0,5.0,85g统一老坛酸菜牛肉面,2017/9/15 9:27,C
4.5,4.5,55g奥利奥原味芝士饼干,2017/9/15 10:14,C
3.0,3.0,雪碧最新款,2017/9/15 10:24,C
3.0,3.0,统一绿茶,2017/9/15 10:44,C
9.0,9.0,32g卫龙亲嘴烧红烧牛肉味,2017/9/15 11:20,C
2.0,2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/9/15 12:05,C
3.0,3.0,统一绿茶,2017/9/15 12:19,C
25.0,25.0,芙蓉王,2017/9/15 12:34,C
3.0,3.0,伊利纯牛奶,2017/9/15 12:40,C
6.0,6.0,红牛,2017/9/15 12:41,C
4.0,4.0,统一绿茶,2017/9/15 12:50,C
2.0,2.0,怡宝纯净水,2017/9/15 12:54,C
3.0,3.0,维他奶,2017/9/15 13:08,C
3.0,3.0,芬达330ml,2017/9/15 13:22,C
3.0,3.0,500ml康师傅冰糖雪梨,2017/9/15 13:29,C
6.0,6.0,红牛,2017/9/15 13:29,C
3.0,3.0,雪碧最新款,2017/9/15 13:31,C
3.0,3.0,统一冰红茶,2017/9/15 13:41,C
3.0,3.0,250ml维他原味豆奶,2017/9/15 13:58,C
4.0,4.0,营养快线,2017/9/15 14:02,C
11.8,11.8,37.5g费列罗榛果威化巧克力3颗,2017/9/15 14:20,C
3.0,3.0,维他奶,2017/9/15 14:30,C
3.0,3.0,果粒橙,2017/9/15 14:34,C
3.0,3.0,雪碧最新款,2017/9/15 14:58,C
5.0,5.0,营养快线,2017/9/15 15:02,C
3.0,3.0,芬达330ml,2017/9/15 15:04,C
4.0,4.0,可口可乐（500ml）,2017/9/15 15:29,C
4.0,4.0,奥利奥原味芝士,2017/9/15 15:37,C
2.0,2.0,怡宝纯净水,2017/9/15 15:49,C
3.5,3.5,伊利优酸乳,2017/9/15 15:57,C
2.0,2.0,怡宝纯净水,2017/9/15 16:26,C
4.0,4.0,12g劲仔小鱼麻辣味,2017/9/15 16:28,C
3.0,3.0,70g乖媳妇野山泡椒凤爪,2017/9/15 16:39,C
3.0,3.0,可口可乐330ml,2017/9/15 16:55,C
3.0,3.0,卫龙大面筋,2017/9/15 17:06,C
8.0,8.0,美汁源果粒橙,2017/9/15 17:18,C
3.0,3.0,卫龙大面筋,2017/9/15 17:26,C
4.0,4.0,统一冰红茶,2017/9/15 17:28,C
3.5,3.5,王老吉（罐）,2017/9/15 17:30,C
3.0,3.0,卫龙大面筋,2017/9/15 17:45,C
4.5,4.5,500ml加多宝,2017/9/15 17:49,C
3.0,3.0,卫龙大面筋,2017/9/15 17:52,C
4.0,4.0,王老吉（罐）,2017/9/15 18:05,C
4.5,4.5,脉动,2017/9/15 18:07,C
2.5,2.5,30g无穷农场盐_鸡蛋,2017/9/15 18:12,C
4.0,4.0,500ml加多宝,2017/9/15 18:12,C
1.5,1.5,香豆干,2017/9/15 18:30,C
15.0,15.0,口味王槟榔（红）,2017/9/15 19:52,C
4.5,4.5,加多宝,2017/9/15 20:47,C
3.0,3.0,芬达330ml,2017/9/15 21:13,C
4.0,4.0,450ml美汁源果粒橙,2017/9/15 21:48,C
2.0,2.0,怡宝纯净水,2017/9/15 22:07,C
6.0,6.0,250ml维他原味豆奶,2017/9/15 23:11,C
3.0,3.0,熊字饼,2017/9/16 1:10,C
3.0,3.0,怡宝,2017/9/16 7:50,C
25.0,25.0,芙蓉王,2017/9/16 8:26,C
2.5,2.5,145ml旺仔牛奶盒装,2017/9/16 8:49,C
4.0,4.0,王老吉（罐）,2017/9/16 8:52,C
3.6,3.6,32g卫龙亲嘴烧,2017/9/16 8:56,C
1.0,1.0,小鱼仔,2017/9/16 8:57,C
3.5,3.5,可口可乐330ml,2017/9/16 8:59,C
3.5,3.5,东鹏特饮,2017/9/16 9:02,C
4.0,4.0,脉动,2017/9/16 9:33,C
2.0,2.0,85g新麦潮手撕面包（提子味）,2017/9/16 9:37,C
3.0,3.0,250ml维他原味豆奶,2017/9/16 11:54,C
4.0,4.0,脉动,2017/9/16 12:06,C
3.5,3.5,东鹏特饮,2017/9/16 12:08,C
4.5,4.5,600ml脉动青柠,2017/9/16 12:15,C
3.5,3.5,王老吉（罐）,2017/9/16 13:41,C
3.5,3.5,王老吉（罐）,2017/9/16 14:06,C
6.0,6.0,红牛,2017/9/16 14:46,C
3.6,3.6,20g马来西亚风味咪咪蟹味粒0219,2017/9/16 14:48,C
5.0,5.0,85g统一老坛酸菜牛肉面,2017/9/16 14:48,C
3.0,3.0,维他柠檬茶,2017/9/16 14:51,C
3.0,3.0,芬达330ml,2017/9/16 14:58,C
2.5,2.5,可口可乐330ml,2017/9/16 15:02,C
5.0,5.0,脉动,2017/9/16 15:03,C
2.5,2.5,无穷农场盐_鸡蛋,2017/9/16 15:24,C
2.5,2.5,芬达330ml,2017/9/16 15:26,C
10.0,10.0,225g味之不规则饼干芝士味,2017/9/16 15:41,C
5.0,5.0,500ml统一阿萨姆奶茶,2017/9/16 15:41,C
3.0,3.0,卫龙大面筋,2017/9/16 15:43,C
24.0,24.0,250ml维他柠檬茶,2017/9/16 16:04,C
3.5,3.5,250ml燕塘甜牛奶,2017/9/16 16:04,C
2.4,2.4,咪咪虾条马来西亚风味,2017/9/16 16:43,C
4.0,4.0,银鹭八宝粥,2017/9/16 16:44,C
5.0,5.0,阿萨姆奶茶,2017/9/16 16:49,C
4.0,4.0,脉动,2017/9/16 16:52,C
4.0,4.0,阿萨姆奶茶,2017/9/16 16:58,C
4.0,4.0,营养快线,2017/9/16 17:05,C
2.0,2.0,怡宝纯净水,2017/9/16 17:21,C
6.0,6.0,好吃点,2017/9/16 17:43,C
6.0,6.0,13g无穷烤鸡小腿蜂蜜味,2017/9/16 18:05,C
5.0,5.0,阿萨姆奶茶,2017/9/16 18:06,C
6.0,6.0,红牛,2017/9/16 18:09,C
6.0,6.0,160g盼盼手撕面包,2017/9/16 18:28,C
3.0,3.0,可口可乐330ml,2017/9/16 18:37,C
3.0,3.0,怡宝纯净水,2017/9/16 18:46,C
5.0,5.0,阿萨姆奶茶,2017/9/16 19:29,C
3.0,3.0,果粒橙,2017/9/16 19:31,C
4.0,4.0,600ml脉动青柠,2017/9/16 19:47,C
1.0,1.0,小鱼仔,2017/9/16 20:20,C
3.5,3.5,王老吉（罐）,2017/9/16 21:41,C
6.0,6.0,红牛,2017/9/16 22:11,C
4.0,4.0,东鹏特饮,2017/9/16 23:32,C
3.0,3.0,250ml维他奶巧克力味,2017/9/17 0:07,C
3.0,3.0,伊利纯牛奶,2017/9/17 0:25,C
1.0,1.0,小鱼仔,2017/9/17 0:49,C
2.0,2.0,怡宝纯净水,2017/9/17 1:31,C
3.0,3.0,伊利优酸乳,2017/9/17 3:17,C
2.0,2.0,怡宝纯净水,2017/9/17 8:06,C
3.5,3.5,王老吉（罐）,2017/9/17 8:24,C
3.0,3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/9/17 8:56,C
4.5,4.5,尖叫,2017/9/17 9:01,C
6.4,6.4,咪咪虾条马来西亚风味,2017/9/17 9:08,C
1.8,1.8,600ml雪碧,2017/9/17 9:12,C
4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/9/17 9:12,C
4.0,4.0,阿萨姆奶茶,2017/9/17 9:12,C
15.0,15.0,口味王槟榔（红）,2017/9/17 9:21,C
4.0,4.0,上好佳田园薯片,2017/9/17 9:39,C
3.0,3.0,250ml维他柠檬茶,2017/9/17 9:41,C
3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/9/17 10:14,C
6.0,6.0,红牛,2017/9/17 10:17,C
3.5,3.5,东鹏特饮,2017/9/17 10:36,C
4.5,4.5,250ml燕塘红枣牛奶,2017/9/17 10:45,C
3.0,3.0,250ml维他原味豆奶,2017/9/17 10:52,C
4.0,4.0,东鹏特饮,2017/9/17 11:06,C
4.0,4.0,脉动,2017/9/17 11:31,C
4.5,4.5,营养快线,2017/9/17 11:37,C
4.0,4.0,营养快线,2017/9/17 12:01,C
3.5,3.5,东鹏特饮,2017/9/17 12:04,C
4.5,4.5,500ml农夫果园 (芒果+菠萝+番石榴),2017/9/17 12:05,C
75.0,75.0,红牛,2017/9/17 12:09,C
3.5,3.5,可口可乐330ml,2017/9/17 12:17,C
2.0,2.0,怡宝纯净水,2017/9/17 12:20,C
4.5,4.5,250ml燕塘甜牛奶,2017/9/17 12:22,C
4.5,4.5,600ml脉动青柠,2017/9/17 12:22,C
3.0,3.0,伊利纯牛奶,2017/9/17 12:26,C
6.0,6.0,86g合味道海鲜风味,2017/9/17 12:27,C
4.0,4.0,脉动,2017/9/17 12:29,C
3.5,3.5,丽芝士纳宝帝奶酪威化饼干,2017/9/17 12:36,C
4.0,4.0,阿萨姆煎茶奶绿,2017/9/17 13:01,C
4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/9/17 13:02,C
1.6,1.6,2g韩国海牌海苔,2017/9/17 13:05,C
8.0,8.0,乐事薯片（青柠）,2017/9/17 13:05,C
4.5,4.5,250ml燕塘红枣牛奶,2017/9/17 13:08,C
3.0,3.0,统一冰红茶,2017/9/17 13:08,C
3.0,3.0,卫龙亲嘴烧红烧牛肉味,2017/9/17 13:08,C
5.0,5.0,脉动,2017/9/17 13:11,C
6.5,6.5,250ml红牛,2017/9/17 13:12,C
2.0,2.0,怡宝纯净水,2017/9/17 13:21,C
5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017/9/17 13:22,C
0.5,0.5,10g卫龙亲嘴烧香辣味,2017/9/17 13:25,C
7.0,7.0,250ml燕塘甜牛奶,2017/9/17 13:25,C
1.0,1.0,小鱼仔,2017/9/17 13:27,C
4.5,4.5,燕塘红枣牛奶,2017/9/17 13:27,C
5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017/9/17 13:28,C
2.0,2.0,怡宝纯净水,2017/9/17 13:28,C
1.5,1.5,40g双汇玉米热狗肠,2017/9/17 13:29,C
3.0,3.0,卫龙大面筋,2017/9/17 13:29,C
3.0,3.0,果粒橙,2017/9/17 13:58,C
1.5,1.5,卫龙亲嘴烧红烧牛肉味,2017/9/17 13:59,C
4.0,4.0,营养快线,2017/9/17 13:59,C
5.5,5.5,统一来一桶香辣老坛酸菜牛肉面,2017/9/17 14:02,C
9.0,9.0,250ml维他柠檬茶,2017/9/17 14:07,C
3.0,3.0,卫龙大面筋,2017/9/17 14:14,C
11.0,11.0,益力多100g*5瓶,2017/9/17 14:14,C
3.0,3.0,卫龙大面筋,2017/9/17 14:15,C
4.5,4.5,营养快线,2017/9/17 14:19,C
6.5,6.5,250ml红牛,2017/9/17 14:20,C
2.5,2.5,250ml维他柠檬茶,2017/9/17 14:20,C
11.0,11.0,益力多100g*5瓶,2017/9/17 14:27,C
6.5,6.5,250ml红牛,2017/9/17 14:28,C
2.0,2.0,怡宝纯净水,2017/9/17 14:28,C
3.0,3.0,果粒橙,2017/9/17 14:32,C
6.0,6.0,40g双汇玉米热狗肠,2017/9/17 14:36,C
2.0,2.0,怡宝纯净水,2017/9/17 14:36,C
4.5,4.5,600ml脉动青柠,2017/9/17 14:55,C
4.0,4.0,500ml统一阿萨姆奶茶,2017/9/17 14:58,C
3.5,3.5,250ml燕塘原味酸奶,2017/9/17 15:02,C
3.5,3.5,600ml可口可乐,2017/9/17 15:02,C
2.5,2.5,250ml维他奶巧克力味,2017/9/17 15:05,C
1.0,1.0,小鱼仔,2017/9/17 15:08,C
3.0,3.0,卫龙大面筋,2017/9/17 15:30,C
2.5,2.5,250ml王老吉盒装,2017/9/17 15:31,C
1.0,1.0,香豆干,2017/9/17 15:38,C
